,F_value,pvalue,value_counts,subsystem,name,alleles_sim,genes,reaction
ADNK3,1.3893958688909804,0.2568676911106913,"[(1.0, 7), (3.076883192676405e-11, 1), (3.859357278201969e-11, 1), (0.09332836464645422, 1), (3.806222004243409e-11, 1), (9.622413976728694e-12, 1), (9.178213744576169e-12, 1), (1.4103829215628139e-11, 1), (1.4549805804620064e-11, 1), (1.3029022305488525e-11, 1), (0.09332836464030358, 1)]",Nucleotide Salvage Pathway,ADNK3,,['Rv2202c'],adn_c + gtp_c --> amp_c + gdp_c + h_c
GLXO1,1.378676470588238,0.25863226090077107,"[(1.0, 11), (0.0, 5), (2.220446049250313e-16, 1)]",Glyoxylate Metabolism,GLXO1,,[],glx_c + h2o_c + nad_c --> 2.0 h_c + nadh_c + oxa_c
OXACOAL,1.378676470588238,0.25863226090077107,"[(1.0, 11), (0.0, 6)]",Glyoxylate Metabolism,OXACOAL,,[],atp_c + coa_c + oxa_c <=> amp_c + oxalcoa_c + ppi_c
OXCDC,1.378676470588238,0.25863226090077107,"[(1.0, 11), (0.0, 6)]",Glyoxylate Metabolism,Oxalyl-CoA decarboxylase,['Rv0118c'],['Rv0118c'],h_c + oxalcoa_c --> co2_c + forcoa_c
FORMCOAL,1.3786764705882362,0.2586322609007714,"[(0.0, 11), (1.0, 6)]",Redox Metabolism,FORMCOAL,,[],atp_c + coa_c + for_c <=> amp_c + forcoa_c + ppi_c
FORt,1.3578215052642972,0.2621118217215571,"[(0.791574383480069, 12), (0.5771239639826089, 1), (0.7913301347107098, 1), (0.7688975906930087, 1), (0.7945053687123806, 1), (0.7837584228605716, 1)]",Transport,formate transport via diffusion,,[],for_e <=> for_c
GLYK,1.3135387867693002,0.269710359085824,"[(0.77490234375, 2), (0.76416015625, 2), (0.77099609375, 2), (0.770751953125, 2), (0.76953125, 1), (0.771728515625, 1), (0.762451171875, 1), (0.772216796875, 1), (0.771484375, 1), (0.76806640625, 1), (0.79248046875, 1), (0.77587890625, 1), (0.970703125, 1)]",Alternate Carbon Metabolism,glycerol kinase,,['Rv3696c'],atp_c + glyc_c --> adp_c + glyc3p_c + h_c
AMPTASECG,1.3105611979291167,0.27023182819885966,"[(0.026324174968744396, 14), (0.026324174968743952, 1), (0.32200327331613776, 1), (0.0, 1)]",Other Amino Acid Metabolism,alanyl aminopeptidase (cys-gly),,['Rv2467'],cgly_c + h2o_c --> cys__L_c + gly_c
GTMLT,1.3102705112028288,0.27028280910975655,"[(0.026280675907454754, 14), (0.02628067590745442, 1), (0.3219729837470533, 1), (0.0, 1)]",Other Amino Acid Metabolism,G glutamyltransferase,,"['Rv2394', 'Rv0773c']",ala__L_c + gthrd_c --> cgly_c + gluala_c
ALCD2x,1.3085812916916642,0.27057932196027723,"[(0.5736818463277037, 3), (0.9999999999989668, 2), (0.32830123753507956, 1), (0.5991429250341692, 1), (0.9236510811548099, 1), (0.40980937460890987, 1), (0.5749216698579582, 1), (0.9999999999989666, 1), (0.999999999998966, 1), (0.5736818463277038, 1), (0.5749216698579581, 1), (0.5749216698579573, 1), (0.570016049039176, 1), (0.34569396105559436, 1)]",Glycolysis/Gluconeogenesis,alcohol dehydrogenase (ethanol),,"['Rv1862', 'Rv1530', 'Rv0162c', 'Rv3086', 'Rv0761c', 'Rv3045']",acald_c + h_c + nadh_c <=> etoh_c + nad_c
ETOHt2r,1.3085812916916622,0.27057932196027723,"[(1.0331735467161707e-12, 4), (0.4263181536722963, 3), (0.6716987624649202, 1), (0.4008570749658308, 1), (0.07634891884519024, 1), (0.5901906253910901, 1), (0.42507833014204177, 1), (0.4263181536722962, 1), (0.42507833014204166, 1), (0.42507833014204266, 1), (0.429983950960824, 1), (0.6543060389444055, 1)]",Transport,ethanol reversible transport via proton symport,,[],etoh_e + h_c <=> etoh_c + h_e
EX_etoh,1.3085812916916504,0.2705793219602797,"[(1.0, 4), (0.5736818463282964, 4), (0.32830123753541884, 1), (0.5991429250347883, 1), (0.9236510811557641, 1), (0.4098093746093333, 1), (0.5749216698585522, 1), (0.5749216698585524, 1), (0.5749216698585513, 1), (0.5700160490397649, 1), (0.3456939610559515, 1)]",Exchange,,,[],etoh_e <=> 
GGLUCT2,1.3084649391985033,0.27059976169036754,"[(0.02601051717777203, 15), (0.3217848649402584, 1), (0.0, 1)]",Membrane Metabolism,GGLUCT2,,[],gluala_c --> 5oxpro_c + ala__L_c
NTD11,1.3000721894910487,0.27207961548922144,"[(0.07614636823589516, 14), (0.07607925388797021, 1), (0.09796834959049316, 1), (0.08078711504178937, 1)]",Nucleotide Salvage Pathway,5'-nucleotidase (IMP),,[],h2o_c + imp_c --> ins_c + pi_c
OPAH,1.2944647058130203,0.2730744306374889,"[(0.023917409899792408, 14), (0.023917409899792186, 1), (0.3203273779136878, 1), (0.0, 1)]","Alanine, Aspartate, and Glutamate Metabolism",5-Oxoproline amidohydrolase (ATP-hydrolysing),,['Rv0266c'],5oxpro_c + atp_c + 2.0 h2o_c <=> adp_c + glu__L_c + h_c + pi_c
HMEDS,1.2430866020891844,0.28242219353846876,"[(0.029429877187676423, 9), (0.029206879436619815, 1), (0.029450899085626814, 1), (0.029436701687880595, 1), (0.029543115144636034, 1), (0.02947915982843663, 1), (0.029413547133616436, 1), (0.02942992804235156, 1), (0.02072444723435518, 1)]",Polyprenyl Metabolism,,,['Rv2868c'],2mecdp_c + 2.0 fdxrd_c --> 2.0 fdxox_c + h2o_c + hmbpp_c
GLCabc,1.1615645668565902,0.29816916951050365,"[(0.7506446838378906, 4), (0.7515106201171875, 1), (0.7506332397460938, 1), (0.7506484985351562, 1), (0.7505874633789062, 1), (0.7512969970703125, 1), (0.7506942749023438, 1), (0.7498207092285156, 1), (0.7507553100585938, 1), (0.7523231506347656, 1), (0.7506790161132812, 1), (0.7510719299316406, 1), (0.750640869140625, 1), (0.7644920349121094, 1)]",Transport,D-glucose transport via ABC system,,"['Rv2038c', 'Rv2039c', 'Rv1237', 'Rv2316', 'Rv1236', 'Rv2317', 'Rv1238', 'Rv2318', 'Rv2040c', 'Rv1235', 'Rv2041c']",atp_c + glc__D_e + h2o_c --> adp_c + glc__D_c + h_c + pi_c
SR2,1.134624455398675,0.30363762025023433,"[(0.007746100877161988, 15), (0.69114375002979, 1), (0.0077910813112735955, 1)]",Pyruvate Metabolism,,,[],dhap_c --> mthgxl_c + pi_c
GLYCS_I,1.13462445483184,0.30363762036674513,"[(0.007746100877161988, 15), (0.69114375002979, 1), (0.007791081161889202, 1)]",Pyruvate Metabolism,,,"['Rv2641', 'Rv0634c', 'Rv2581c']",gthrd_c + mthgxl_c --> lgt__s_c
PHEMEt,1.1344582614806358,0.3036717835014347,"[(0.9997629208155524, 16), (0.9998814604077761, 1)]",Cofactor and Prosthetic Group Biosynthesis,protoheme transport,,"['Rv0202c', 'Rv0203', 'Rv0206c']",pheme_e --> pheme_c
2AGPEAT160,1.1344561777527074,0.30367221187168536,"[(0.16240395160438748, 16), (0.16242311133757625, 1)]",Fatty Acid Metabolism,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),,[],2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c
ADSK,1.1344538325945932,0.30367269398743496,"[(0.9990243902439024, 16), (1.0, 1)]",Sulfur metabolism,adenylyl-sulfate kinase,,['Rv1286'],aps_c + atp_c --> adp_c + h_c + paps_c
RNDR4,1.134453782631648,0.3036727042587892,"[(2.5994008057139695e-09, 3), (2.5554671712058052e-09, 1), (2.750765171199987e-09, 1), (2.5993970309556858e-09, 1), (1.0, 1), (2.561294842884365e-09, 1), (2.8178965827407865e-09, 1), (2.5672184378322527e-09, 1), (2.567334012049116e-09, 1), (2.567269175024478e-09, 1), (2.5993636132426445e-09, 1), (2.6041939715781837e-09, 1), (2.4650588237307147e-09, 1), (2.611989624590194e-09, 1), (2.5771738076940665e-09, 1)]",Purine and Pyrimidine Biosynthesis,ribonucleoside-diphosphate reductase (UDP),,"['Rv0570', 'Rv3051c', 'Rv1981c', 'Rv3048c']",trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c
GCCa,1.1344537815808768,0.3036727044748062,"[(1.0, 16), (0.9769295171360869, 1)]",Glycolysis/Gluconeogenesis,Glycine-cleavage complex,,['Rv1832'],gly_c + h_c + lpro_c --> alpro_c + co2_c
GCCb,1.1344537815808768,0.3036727044748062,"[(1.0, 16), (0.9769295171360869, 1)]",Glycolysis/Gluconeogenesis,glycine cleavage complex,,"['Rv1826', 'Rv2211c']",alpro_c + thf_c --> dhlpro_c + mlthf_c + nh4_c
GCCc,1.1344537815808768,0.3036727044748062,"[(1.0, 16), (0.9769295171360869, 1)]",Citric Acid Cycle,glycine-cleavage complex,,['Rv3303c'],dhlpro_c + nad_c --> h_c + lpro_c + nadh_c
NDPK6,1.1344537815148648,0.3036727044883774,"[(7.216449660063518e-15, 15), (8.786305016883489e-13, 1), (0.9999999997787767, 1)]",Purine and Pyrimidine Biosynthesis,nucleoside-diphosphate kinase (ATP:dUDP),,['Rv2445c'],atp_c + dudp_c <=> adp_c + dutp_c
EX_tyr_L,1.1344537815128344,0.3036727044887942,"[(1.0, 16), (0.5044015332335556, 1)]",Exchange,,,[],tyr__L_e --> 
FAO3,1.134453781512631,0.3036727044888365,"[(1.0, 16), (0.04003294191947482, 1)]",Fatty Acid Metabolism,FAO3,,"['Rv0468', 'Rv1323', 'Rv0859', 'Rv1144', 'Rv0860']",atp_c + 9.0 coa_c + 8.0 fad_c + 8.0 h2o_c + 8.0 nad_c + ocdca_c --> 9.0 accoa_c + amp_c + 8.0 fadh2_c + 8.0 h_c + 8.0 nadh_c + ppi_c
MBTG,1.1344537815126299,0.3036727044888365,"[(0.00016270083384184453, 16), (0.0, 1)]",Mycobactin biosynthesis,MNXR6565,,['Rv2378c'],lys__L_c + nadph_c + o2_c <=> h2o_c + n6hlys_c + nadp_c
MBTA1,1.1344537815126299,0.3036727044888365,"[(0.00016270083384184453, 16), (0.0, 1)]",Mycobactin biosynthesis,MBTA1,,"['Rv2384', 'Rv2382c', 'Rv2380c', 'Rv2383c', 'Rv2379c', 'Rv2381c', 'Rv2377c']",acac_c + h_c + n6hlys_c + n6hlysmal_c + nadh_c + salc_c + thr__L_c --> 6.0 h2o_c + mcbtt_c + nad_c
4ABZt,1.1344537815126092,0.30367270448884087,"[(4.227951322377521e-12, 11), (1.0, 1), (4.227840300075059e-12, 1), (4.228173366982446e-12, 1), (4.2276182554701336e-12, 1), (4.223621452581483e-12, 1), (4.2303938130316965e-12, 1)]",Transport,4-Aminobenzoate mitochondrial transport via diffusion,,[],4abz_e <=> 4abz_c
ALDD19x,1.134453781512609,0.30367270448884087,"[(0.9999999999999163, 16), (0.2286215012894801, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",,,['Rv2858c'],h2o_c + nad_c + pacald_c --> 2.0 h_c + nadh_c + pac_c
PEAMNO,1.134453781512609,0.30367270448884087,"[(0.9999999999999163, 16), (0.2286215012894801, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",PEAMNO,,['none'],h2o_c + o2_c + peamn_c --> h2o2_c + nh4_c + pacald_c
RNTR4,1.134453781512609,0.30367270448884087,"[(1.0, 16), (2.21223594998321e-10, 1)]",Purine and Pyrimidine Biosynthesis,Ribonucleoside triphosphate reductase  UTP ,,[],trdrd_c + utp_c --> dutp_c + h2o_c + trdox_c
DADA,1.1344537815126086,0.30367270448884087,"[(1.0, 16), (0.0, 1)]",Nucleotide Salvage Pathway,Deoxyadenosine deaminase,,[],dad__2_c + h2o_c + h_c --> din_c + nh4_c
DHFR,1.1344537815126086,0.30367270448884087,"[(1.0, 16), (0.0, 1)]",Folate Metabolism,dihydrofolate reductase,['Rv2763c'],['Rv2763c'],dhf_c + h_c + nadph_c <=> nadp_c + thf_c
EX_4abz,1.1344537815126086,0.30367270448884087,"[(1.0, 16), (0.0, 1)]",Exchange,,,[],4abz_e --> 
MSHAMID,1.1344537815126086,0.30367270448884087,"[(1.0, 16), (0.0, 1)]",Sulfur metabolism,MSHAMID,,['Rv1082'],bmnmsh_c + h2o_c --> acysbmn_c + igam_c
SALSYN,1.1344537815126086,0.30367270448884087,"[(1.0, 16), (0.0, 1)]",Mycobactin biosynthesis,Salicylate synthase,,['Rv2386c'],ichor_c --> pyr_c + salc_c
GLYCS_II,1.134453781512606,0.30367270448884165,"[(0.025884663786302164, 16), (1.0, 1)]",Pyruvate Metabolism,,,"['Rv0577', 'Rv0911']",h2o_c + lgt__s_c --> gthrd_c + h_c + lac__L_c
PACt2r,1.1344537815126055,0.30367270448884165,"[(8.382183835919932e-14, 16), (0.7713784987105201, 1)]",Transport,PACt2r,,['none'],h_e + pac_e <=> h_c + pac_c
PUNP2,1.1344537815126055,0.30367270448884165,"[(2.3733756350008406e-05, 16), (1.0, 1)]",Purine and Pyrimidine Biosynthesis,purine-nucleoside phosphorylase (Deoxyadenosine),,['Rv3307'],dad__2_c + pi_c <=> 2dr1p_c + ade_c
GTHOr,1.134453781512605,0.30367270448884165,"[(0.0, 16), (1.0, 1)]","Alanine, Aspartate, and Glutamate Metabolism",glutathione oxidoreductase,,['Rv2855'],gthox_c + h_c + nadph_c <=> 2.0 gthrd_c + nadp_c
MALt2r,1.134453781512605,0.30367270448884165,"[(0.0036734302373772065, 16), (0.07870865352759882, 1)]",Transport,L malate reversible transport via proton symport,,['Rv2443'],h_e + mal__L_e <=> h_c + mal__L_c
MAN1PT,1.134453781512605,0.30367270448884165,"[(0.0, 16), (1.0, 1)]",Fructose and mannose metabolism,Mannose 1 phosphate guanylyltransferase,['Rv3264c'],['Rv3264c'],gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c
NTD5,1.134453781512605,0.30367270448884165,"[(0.0, 16), (1.0, 1)]",Nucleotide Salvage Pathway,5'-nucleotidase (dTMP),,[],dtmp_c + h2o_c --> pi_c + thymd_c
TYRt2r,1.134453781512605,0.30367270448884165,"[(1.2212453270876722e-15, 16), (0.49559846676644503, 1)]",Transport,L-tyrosine reversible transport via proton symport,,[],h_e + tyr__L_e <=> h_c + tyr__L_c
COAt,1.134453781512596,0.3036727044888432,"[(0.21160497806543566, 16), (0.0, 1)]",Transport,COAt,,[],coa_e <=> coa_c
ALAt2r,1.1344537815125901,0.30367270448884487,"[(4.055644708955697e-13, 13), (4.0523140398818214e-13, 2), (0.9956815628008807, 1), (3.992361996552063e-13, 1)]",Transport,L alanine reversible transport via proton symport,,[],ala__L_e + h_e <=> ala__L_c + h_c
EX_ala_L,1.1344537815125861,0.30367270448884526,"[(1.0, 16), (0.004318437199121172, 1)]",Exchange,,,[],ala__L_e --> 
PUNP6,1.134453781512584,0.30367270448884603,"[(0.999978019054679, 16), (0.0, 1)]",Purine and Pyrimidine Biosynthesis,purine-nucleoside phosphorylase (Deoxyinosine),,['Rv3307'],din_c + pi_c <=> 2dr1p_c + hxan_c
PHYCBOXL,1.1344537815125688,0.30367270448884914,"[(1.0, 16), (0.2286215012894992, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",PHYCBOXL,,['Rv2531c'],h_c + phe__L_c --> co2_c + peamn_c
EX_cit,1.1344537815125408,0.30367270448885464,"[(1.0, 16), (0.25876433992992454, 1)]",Exchange,,,[],cit_e <=> 
EX_pac,1.1344537815125144,0.3036727044888598,"[(0.9999999999999162, 16), (0.22862150128948, 1)]",Exchange,,,[],pac_e --> 
ACACT1r,1.134453781512513,0.3036727044888606,"[(0.11194826180107909, 16), (0.0, 1)]",Pyruvate Metabolism,Acetyl-CoA C-acetyltransferase,,"['Rv1323', 'Rv3556', 'Rv1135A']",2.0 accoa_c <=> aacoa_c + coa_c
ME1,1.1344537815125006,0.303672704488863,"[(1.0, 16), (0.6499395608808489, 1)]",Pyruvate Metabolism,malic enzyme (NAD),,['Rv2332'],mal__L_c + nad_c --> co2_c + nadh_c + pyr_c
OCOAT1r,1.1344537815123805,0.3036727044888874,"[(0.888051738198921, 16), (1.0, 1)]",Fatty Acid Metabolism,,,"['Rv2503c', 'Rv2504c']",acac_c + succoa_c <=> aacoa_c + succ_c
CITabc,1.134453781508706,0.30367270448964306,"[(7.0468075819007936e-12, 3), (7.044809180456468e-12, 2), (7.027156634364928e-12, 1), (7.044920202758931e-12, 1), (7.047251671110644e-12, 1), (7.045586336573706e-12, 1), (7.2446493248889965e-12, 1), (7.0465855372958686e-12, 1), (7.041589533685055e-12, 1), (7.047584738018031e-12, 1), (7.058353901356895e-12, 1), (7.002176616310862e-12, 1), (0.741235660071899, 1), (5.724976048782082e-12, 1)]",Transport,citrate transport via ABC system,,[],atp_c + cit_e + h2o_c --> adp_c + cit_c + h_c + pi_c
ADCL,1.1344537814900428,0.30367270449348044,"[(0.9999999999942172, 2), (0.9999999999959709, 1), (0.0, 1), (0.9999999999954258, 1), (0.9999999999959507, 1), (0.9999999999959295, 1), (0.9999999999925544, 1), (0.9999999999959536, 1), (0.9999999999884472, 1), (0.9999999999942212, 1), (0.9999999999959347, 1), (0.9999999999982484, 1), (0.9999999999884747, 1), (0.9999999999959296, 1), (0.9999999999966985, 1), (0.9999999999929583, 1)]",Folate Metabolism,4-aminobenzoate synthase,,['Rv0812'],4adcho_c --> 4abz_c + h_c + pyr_c
ADCS,1.1344537814900382,0.3036727044934812,"[(0.9999999999942172, 2), (0.9999999999959709, 1), (0.0, 1), (0.9999999999954253, 1), (0.9999999999959507, 1), (0.9999999999959295, 1), (0.9999999999925544, 1), (0.9999999999959536, 1), (0.9999999999884472, 1), (0.9999999999942212, 1), (0.9999999999959347, 1), (0.9999999999982484, 1), (0.9999999999884747, 1), (0.9999999999959296, 1), (0.9999999999966985, 1), (0.9999999999929583, 1)]",Folate Metabolism,4-amino-4-deoxychorismate synthase,,"['Rv0013', 'Rv1005c']",chor_c + gln__L_c --> 4adcho_c + glu__L_c
PPND,1.1344537814576057,0.3036727045001485,"[(0.9999999999917121, 1), (0.9999999999949918, 1), (0.9999999999924614, 1), (0.9999999999956224, 1), (0.9999999999924611, 1), (0.9999999999919781, 1), (0.9999999999961141, 1), (0.9999999999919231, 1), (0.9999999999919251, 1), (0.999999999991924, 1), (0.9999999999924606, 1), (0.9999999999925414, 1), (0.9999999999902153, 1), (0.9999999999926718, 1), (0.9999999999924613, 1), (0.5044015332296821, 1), (0.9999999999920897, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",Prephenate dehydrogenase,,['Rv3754'],nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c
TYRTA,1.1344537814575892,0.30367270450015155,"[(7.5387474041122e-12, 4), (8.076761481845551e-12, 2), (8.287592834221869e-12, 1), (5.008771175596394e-12, 1), (4.37883063142408e-12, 1), (8.022027486731531e-12, 1), (3.884781385465885e-12, 1), (8.075207169611076e-12, 1), (7.459033390944114e-12, 1), (9.784062449114117e-12, 1), (7.327916051735883e-12, 1), (0.49559846677031816, 1), (7.910005983546853e-12, 1)]",Other Amino Acid Metabolism,tyrosine transaminase,['Rv3565'],"['Rv0337c', 'Rv3565']",akg_c + tyr__L_c <=> 34hpp_c + glu__L_c
FOLR2,1.134453778114024,0.30367270518751993,"[(3.219646771412954e-15, 11), (3.774758283725532e-15, 3), (7.771561172376096e-16, 1), (1.0, 1), (1.6851303685783137e-09, 1)]",Folate Metabolism,folate reductase,,['Rv2671'],dhf_c + h_c + nadph_c --> nadp_c + thf_c
MAN1PT2,1.1344537730311366,0.3036727062324571,"[(0.999999998215241, 1), (0.9999999989125894, 1), (0.9999999982158458, 1), (0.9999999990862132, 1), (0.9999999982158476, 1), (0.9999999980619445, 1), (0.9999999992216013, 1), (0.9999999980674121, 1), (0.9999999980679504, 1), (0.9999999980679388, 1), (0.9999999982341032, 1), (0.9999999982341978, 1), (0.9999999975968175, 1), (0.999999998215853, 1), (0.9999999982158467, 1), (0.0, 1), (0.999999998269852, 1)]",Fructose and mannose metabolism,mannose-1-phosphate guanylyltransferase (GDP),['Rv3264c'],['Rv3264c'],gdp_c + h_c + man1p_c --> gdpmann_c + pi_c
TMN,1.1344537693849415,0.30367270698203985,"[(0.009932561208033985, 16), (0.009953051280120806, 1)]",Cofactor and Prosthetic Group Biosynthesis,thiaminase,,[],h2o_c + thm_c --> 4ahmmp_c + 4mhetz_c + h_c
BARB,1.1327503974562798,0.30402316478633057,"[(6.731910095358895e-05, 16), (6.731933987758065e-05, 1)]",Purine and Pyrimidine Biosynthesis,MNXR70450,,[],h2o_c + nad_c + ura_c <=> barb_c + h_c + nadh_c
PTAr,1.132679657349178,0.30403773120919225,"[(0.0, 15), (0.9637138615719062, 1), (0.0008476560641209607, 1)]",Pyruvate Metabolism,phosphotransacetylase,,['Rv0408'],accoa_c + pi_c <-- actp_c + coa_c
ACKr,1.132679657346952,0.3040377312096507,"[(0.9999999999975456, 10), (0.9999999999983418, 1), (0.036286138428004766, 1), (0.9999999999975476, 1), (0.9999999999975457, 1), (0.9999999999975447, 1), (0.9991523439334269, 1), (0.9999999999975552, 1)]",Pyruvate Metabolism,acetate kinase,,['Rv0409'],ac_c + atp_c <=> actp_c + adp_c
DCPDPP,1.131436618190517,0.30429384884458294,"[(0.18045330047607422, 15), (0.18060779571533203, 1), (0.04771995544433605, 1)]",Arabinogalactan biosynthesis,DCPDPP,,['Rv3807c'],decdpr__tb_c + h2o_c --> decdr__tb_c + pi_c
DCPT,1.1314179782018023,0.3042976917278073,"[(0.18045330047607422, 15), (0.18060874938964844, 1), (0.047720909118652455, 1)]",Arabinogalactan biosynthesis,phosphoribose transferase (undecaprenyl phosphate),['Rv3806c'],['Rv3806c'],decd__tb_c + prpp_c --> decdpr__tb_c + ppi_c
UDPG4E,1.1224130179251832,0.3061620732583973,"[(0.016362369060516357, 8), (0.016363024711608776, 2), (0.01637643575668324, 2), (0.016376376152038574, 2), (0.016362547874450795, 1), (0.01636248826980602, 1), (0.004326581954955944, 1)]",Nucleotide Salvage Pathway,UDPglucose 4-epimerase,,"['Rv3634c', 'Rv0501', 'Rv0536']",udpg_c <=> udpgal_c
ACGAMT,1.1224074115967606,0.30616323891391595,"[(0.016362965106964, 11), (0.016376852989196777, 4), (0.0163635015487672, 1), (0.004327058792114369, 1)]",Arabinogalactan biosynthesis,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,,['Rv1302'],uacgam_c + udcpp_c --> ump_c + unaga_c
EMB,1.1223995349637497,0.3061648766165856,"[(0.180450439453125, 12), (0.1806049346923828, 3), (0.18060588836669922, 1), (0.04771900177001964, 1)]",Arabinogalactan biosynthesis,EMB,"['Rv3793', 'Rv3794', 'Rv3795']","['Rv2673', 'Rv3793', 'Rv3805c', 'Rv3795', 'Rv3794']",agalfragund_c + 70.0 decda__tb_c <=> arabinanagalfragund_c + 70.0 decd__tb_c
TDPDRE,1.1223703854875906,0.30617093745592056,"[(0.9497261457145214, 6), (0.9497261419892311, 4), (0.9497268572449684, 3), (0.9497261717915535, 1), (0.9497268497943878, 1), (0.9497261382639408, 1), (0.9491109885275364, 1)]",Arabinogalactan biosynthesis,"dTDP-4-dehydrorhamnose 3,5-epimerase",,['Rv3465'],dtdp4d6dg_c --> dtdp4d6dm_c
O16RHAT,1.1223691254873358,0.3061711994423939,"[(0.016362965106964, 11), (0.016376912593841553, 3), (0.0163635015487672, 1), (0.016376852989196777, 1), (0.004327058792114369, 1)]",Arabinogalactan biosynthesis,rhamnosyltransferase (LPS O16 antigen biosynthesis),,"['Rv3265c', 'Rv1525']",dtdprmn_c + unaga_c --> dtdp_c + h_c + ragund_c
DCPE,1.1223440739288726,0.3061764083705117,"[(0.18045330047607422, 12), (0.18060874938964844, 4), (0.047720909118652455, 1)]",Arabinogalactan biosynthesis,"decaprenylphosphoryl  ribose, arabinofuranose isomerization",['Rv3790'],"['Rv3791', 'Rv3790']",decdr__tb_c <=> decda__tb_c
UDPGALM,1.122343556075071,0.30617651604827173,"[(0.016362905502319225, 11), (0.016376912593841553, 2), (0.016376793384552002, 2), (0.0163635015487672, 1), (0.004327058792114369, 1)]",Arabinogalactan biosynthesis,UDPgalactopyranose mutase,,['Rv3809c'],udpgal_c --> udpgalfur_c
TDPDRR,1.1223372768416011,0.3061778216985482,"[(0.9497261382639408, 11), (0.9497268535196781, 3), (0.9497261680662632, 1), (0.9497268460690975, 1), (0.9491109848022461, 1)]",Arabinogalactan biosynthesis,dTDP-4-dehydrorhamnose reductase,['Rv3266c'],['Rv3266c'],dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c
GALFT,1.1223180327729796,0.3061818231942092,"[(0.016362905502319225, 11), (0.016376912593841553, 2), (0.016376852989196777, 2), (0.0163635015487672, 1), (0.004327058792114369, 1)]",Arabinogalactan biosynthesis,galactofuranose transferse (M tb),,"['Rv3808c', 'Rv3782']",h2o_c + ragund_c + 30.0 udpgalfur_c --> galfragund_c + 30.0 h_c + 30.0 udp_c
AFTA,1.1221903886523898,0.30620836657924877,"[(0.016362786293029785, 11), (0.016376912593841553, 2), (0.016376852989196777, 2), (0.0163635015487672, 1), (0.0043269991874695934, 1)]",Arabinogalactan biosynthesis,arabinofuranosyl transferase (M tb),,['Rv3792'],decda__tb_c + galfragund_c --> agalfragund_c + decd__tb_c
VALTA,1.1125631390017112,0.30821957462672883,"[(0.002928461573438401, 3), (0.0029284615761028254, 1), (0.002928461573217578, 1), (8.770761894538737e-15, 1), (0.0029284615731614005, 1), (0.002928461574124852, 1), (0.002928461573117991, 1), (0.0029284615734852526, 1), (0.01280921328928164, 1), (0.0029284615734853636, 1), (0.0029284615734311847, 1), (0.002928461573635577, 1), (0.006083532132481251, 1), (0.9361705472851332, 1), (0.0029284615744219478, 1)]","Valine, Leucine, and Isoleucine Metabolism",valine transaminase,,['Rv2210c'],akg_c + val__L_c <=> 3mob_c + glu__L_c
VPAMTr,1.1125631389998845,0.3082195746271119,"[(0.003087463244281996, 2), (0.003087463244315636, 2), (0.003087463247069655, 1), (0.00308746324412279, 1), (5.575540029667536e-13, 1), (0.003087463244082045, 1), (0.0030874632449916506, 1), (0.0030874632440508476, 1), (0.01350469323964043, 1), (0.003087463244281552, 1), (0.003087463244276556, 1), (0.0030874632444242156, 1), (0.006413839274209243, 1), (0.9870001986116749, 1), (0.0030874632442992045, 1)]","Valine, Leucine, and Isoleucine Metabolism",Valine-pyruvate aminotransferase,['Rv3565'],['Rv3565'],3mob_c + ala__L_c <=> pyr_c + val__L_c
GCALDD,1.0955487571990754,0.3118191621076394,"[(0.6991593241691589, 1), (0.6990745570510626, 1), (0.6591284982860088, 1), (0.6997257750481367, 1), (0.6965922936797142, 1), (0.44533970952033997, 1), (0.7001674361526966, 1), (0.5690346825867891, 1), (0.14007327519357204, 1), (0.5690384842455387, 1), (0.5695935878902674, 1), (0.6966852378100157, 1), (0.8680648878216743, 1), (0.1424697507172823, 1), (0.6966156102716923, 1), (0.753765681758523, 1), (0.47552501037716866, 1)]",Glyoxylate Metabolism,Glycolaldehyde dehydrogenase,,[],gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c
HSST,1.0817785277718945,0.31477544821365205,"[(1.0, 10), (0.020365812147312368, 1), (0.9930621729798008, 1), (0.993062172979858, 1), (0.9930621729794255, 1), (0.9930621729197232, 1), (0.9930621729722562, 1), (0.9930621729800463, 1)]",Other Amino Acid Metabolism,homoserine O-succinyltransferase,,[],hom__L_c + succoa_c --> coa_c + suchms_c
